class name,time,location,instructors,dates,campus
MAN 4633 - MNC Strategy,Mo 6:25PM - 9:05PM,Ryder Business 130,Alfonso Lovo,10/21/2024 - 10/21/2024,Modesto A. Maidique Campus
MAN 4633 - MNC Strategy,Mo 6:25PM - 9:05PM,Ryder Business 130,Alfonso Lovo,11/04/2024 - 11/04/2024,Modesto A. Maidique Campus
MAN 4633 - MNC Strategy,Mo 6:25PM - 9:05PM,Ryder Business 130,Alfonso Lovo,11/18/2024 - 11/18/2024,Modesto A. Maidique Campus
MAN 4633 - MNC Strategy,Mo 6:25PM - 9:05PM,Ryder Business 130,Alfonso Lovo,12/02/2024 - 12/02/2024,Modesto A. Maidique Campus
MAN 4633 - MNC Strategy,Mo 2:00PM - 4:45PM,SCH. INTER.&PUBLIC AFFAIRS 103,Louis Melbourne,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAN 4633 - MNC Strategy,Th 2:00PM - 4:45PM,College of Business Complex154,Martyna Jacenko,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Th 6:25PM - 9:05PM,Ryder Business 140,Dileep Rao,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Th 11:00AM - 1:45PM,Ryder Business 140,Doreen Gooden,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 12:15PM,Ryder Business 140,David Wernick,08/27/2024 - 08/27/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 1:45PM,Ryder Business 140,David Wernick,09/10/2024 - 09/10/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 1:45PM,Ryder Business 140,David Wernick,09/24/2024 - 09/24/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 1:45PM,Ryder Business 140,David Wernick,10/08/2024 - 10/08/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 1:45PM,Ryder Business 140,David Wernick,10/22/2024 - 10/22/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 1:45PM,Ryder Business 140,David Wernick,11/05/2024 - 11/05/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 1:45PM,Ryder Business 140,David Wernick,11/19/2024 - 11/19/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Tu 11:00AM - 1:45PM,Ryder Business 140,David Wernick,12/03/2024 - 12/03/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 3:15PM,Charles E. Perry (PC) 431,Hami Usta,08/28/2024 - 08/28/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 4:45PM,Charles E. Perry (PC) 431,Hami Usta,09/11/2024 - 09/11/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 4:45PM,Charles E. Perry (PC) 431,Hami Usta,09/25/2024 - 09/25/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 4:45PM,Charles E. Perry (PC) 431,Hami Usta,10/09/2024 - 10/09/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 4:45PM,Charles E. Perry (PC) 431,Hami Usta,10/23/2024 - 10/23/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 4:45PM,Charles E. Perry (PC) 431,Hami Usta,11/06/2024 - 11/06/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 4:45PM,Charles E. Perry (PC) 431,Hami Usta,11/20/2024 - 11/20/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,We 2:00PM - 4:45PM,Charles E. Perry (PC) 431,Hami Usta,12/04/2024 - 12/04/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 11:15AM,Mgmt and New Growth Opp 222,Ronaldo Parente,08/26/2024 - 08/26/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 12:45PM,Mgmt and New Growth Opp 222,Ronaldo Parente,09/09/2024 - 09/09/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 12:45PM,Mgmt and New Growth Opp 222,Ronaldo Parente,09/23/2024 - 09/23/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 12:45PM,Mgmt and New Growth Opp 222,Ronaldo Parente,10/07/2024 - 10/07/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 12:45PM,Mgmt and New Growth Opp 222,Ronaldo Parente,10/21/2024 - 10/21/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 12:45PM,Mgmt and New Growth Opp 222,Ronaldo Parente,11/04/2024 - 11/04/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 12:45PM,Mgmt and New Growth Opp 222,Ronaldo Parente,11/18/2024 - 11/18/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 10:00AM - 12:45PM,Mgmt and New Growth Opp 222,Ronaldo Parente,12/02/2024 - 12/02/2024,Modesto A. Maidique Campus
MAN 4720 - Strategic Management,Mo 5:00PM - 7:40PM,Green Library 245,Daniel Prud'homme,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAN 7640 - International Business Research Methods,Th 11:00AM - 1:45PM,Mgmt and New Growth Opp 434,Sumit Kundu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAN 7910 - Advanced Management Research,We 1:00PM - 3:45PM,Mgmt and New Growth Opp 434,Stav Fainshmidt,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
IDS 3309 - How We Know What We Know,Mo 5:00PM - 7:30PM,SCH. INTER.&PUBLIC AFFAIRS 103,Holly Morganelli,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
JOU 3117 - Digital Journalism,Th 1:15PM - 3:15PM,Paul Cejas Architecture 180,Charles Strouse,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MMC 4200 - Law And Ethics,Tu 1:00PM - 2:15PM,Deuxieme Maison 110,Teresa Ponte,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,TBA OCM,08/30/2024 - 08/30/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,09/13/2024 - 09/13/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,09/27/2024 - 09/27/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,10/11/2024 - 10/11/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,10/25/2024 - 10/25/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,11/08/2024 - 11/08/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,11/22/2024 - 11/22/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,12/06/2024 - 12/06/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,TBA OCM,08/30/2024 - 08/30/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,09/13/2024 - 09/13/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,09/27/2024 - 09/27/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,10/11/2024 - 10/11/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,10/25/2024 - 10/25/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,11/08/2024 - 11/08/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,11/22/2024 - 11/22/2024,Modesto A. Maidique Campus
MMC 5306 - Global Communications,Fr 11:00AM - 1:40PM,Graham Center 286,Rene Alvarez,12/06/2024 - 12/06/2024,Modesto A. Maidique Campus
MMC 5440 - Applied Research Methods in the Mass Media,Mo 11:00AM - 1:40PM,Paul Cejas Architecture 165,Luis F Montenegro Jr,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
RTV 3503 - Sports Broadcasting and Performance,TuTh 10:00AM - 12:00PM,Paul Cejas Architecture 180,Anthony Ricketts,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 2752 - Fundamentals of Data Science,TuTh 2:00PM - 3:15PM,Viertes Haus 133,Gregory Reis,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 4104 - Human-Computer Interaction,TuTh 11:00AM - 12:15PM,Owa Ehan 105,Rehan Akbar,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 4104 - Human-Computer Interaction,Tu 3:30PM - 4:45PM,"Comp, Arts, Sci & Educat 141",Gregory Reis,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 4612 - Introduction to Machine Learning,TuTh 11:00AM - 12:15PM,Charles E. Perry (PC) 431,Kaoutar Ben Ahmed,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 4630 - Artificial Intelligence,Th 5:00PM - 7:40PM,"Comp, Arts, Sci & Educat 135",Xian Su,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 4630 - Artificial Intelligence,MoWe 12:30PM - 1:45PM,Parking Garage 6 112,Mustafa Ocal,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 4630 - Artificial Intelligence,MoWe 2:00PM - 3:15PM,Parking Garage 6 114,Xian Su,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 4770 - Introduction to Data Mining,MoWe 11:00AM - 12:15PM,Parking Garage 6 105,Kaoutar Ben Ahmed,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 5602 - Introduction to Artificial Intelligence,MoWe 9:30AM - 10:45AM,Charles E. Perry (PC) 212,Xian Su,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 5602 - Introduction to Artificial Intelligence,Mo 6:25PM - 9:05PM,Charles E. Perry (PC) 211,Wenbin Zhang,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 5610 - Introduction to Machine Learning,TuTh 6:25PM - 7:40PM,Charles E. Perry (PC) 214,Ananda Mondal,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 5627 - Socially Interactive Agents,TuTh 2:00PM - 3:15PM,College of Business Complex142,Christine Lisetti,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 5768 - Introduction to Data Science,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 331,Levente Juhasz,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 5771 - Principles of Data Mining,TuTh 11:00AM - 12:15PM,"Comp, Arts, Sci & Educat 141",Agoritsa Polyzou,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 6619 - Advanced Topics in Machine Learning,MoWe 9:30AM - 10:45AM,Green Library 166,Yanzhao Wu,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CAP 6778 - Advanced Topics in Data Mining,MoWe 12:30PM - 1:45PM,Parking Garage 6 114,Dongsheng Luo,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CDA 3102 - Computer Architecture,We 5:00PM - 7:40PM,Parking Garage 6 105,Fatima Boujarwah,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CDA 3102 - Computer Architecture,MoWe 3:30PM - 4:45PM,Viertes Haus 133,Trevor Cickovski,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CEN 3721 - Introduction to Human-Computer Interaction,We 3:30PM - 4:45PM,"Comp, Arts, Sci & Educat 141",Gregory Reis,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CEN 4010 - Software Engineering I,TuTh 5:00PM - 6:15PM,Viertes Haus 133,Maral Kargarmoakhar,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CEN 4072 - Fundamentals of Software Testing,TuTh 9:30AM - 10:45AM,Viertes Haus 133,Rehan Akbar,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CEN 5064 - Software Design,Mo 3:30PM - 4:45PM,Owa Ehan 105,Kiavash Bahreini,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 1920 - Introduction to the Field of Computing,We 9:00AM - 9:50AM,SCH INTNL & PUB AFFAIRS 2 205,Tiana Solis,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 2100 - Intro to Microcomputer Applications for Business,MoWe 6:25PM - 7:40PM,"Comp, Arts, Sci & Educat 135",Max Langen,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 2100 - Intro to Microcomputer Applications for Business,MoWe 9:30AM - 12:10PM,TBA,TBA .,10/21/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 2100 - Intro to Microcomputer Applications for Business,Tu 9:30AM - 10:45AM,Parking Garage 6 105,Sergio Pisano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 2518 - Computer Data Analysis,MoWe 5:00PM - 6:15PM,Charles E. Perry (PC) 212,Maral Kargarmoakhar,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 3095 - Technology in the Global Arena,MoWe 3:30PM - 4:45PM,"Comp, Arts, Sci & Educat 135",Max Langen,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 3095 - Technology in the Global Arena,MoWe 11:00AM - 12:15PM,Owa Ehan 105,Fatima Boujarwah,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 3095 - Technology in the Global Arena,Tu 11:00AM - 12:15PM,Chem & Physics 151,Sergio Pisano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 3767 - Computer Operating Systems,MoWe 2:00PM - 3:15PM,Graham Center 283A,Michael Robinson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CGS 4854 - Website Construction and Management,MoWe 5:00PM - 6:15PM,Owa Ehan 105,Michael Robinson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CIS 1940 - Internship for Teaching Computational Thinking in K-12,Tu 5:00PM - 7:40PM,"Comp, Arts, Sci & Educat 141",Nirmala Arunachalam,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CIS 3080 - Cloud Essentials,MoWe 6:25PM - 7:40PM,"Comp, Arts, Sci & Educat 141",Norbert Monfort,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CIS 3590 - Internship Ready Software Development,Fr 10:00AM - 12:00PM,Parking Garage 6 105,Rehan Akbar,09/13/2024 - 11/08/2024,Modesto A. Maidique Campus
CIS 5207 - Advanced AI/ML Techniques for Digital Forensic Applications,TuTh 12:30PM - 1:45PM,Charles E. Perry (PC) 213,Sundararaj Iyengar,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CIS 5371 - Introduction to Cryptography,TuTh 2:00PM - 3:15PM,"Comp, Arts, Sci & Educat 135",Bogdan O.P. Carbunar,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CIS 5374 - Security and Privacy: Attacks and Defenses,TuTh 3:30PM - 4:45PM,"Comp, Arts, Sci & Educat 135",Bogdan O.P. Carbunar,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CIS 5931 - Special Topics,Fr 5:30PM - 8:30PM,"Comp, Arts, Sci & Educat 135",Niki Pissinou,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CIS 6930 - Advanced Special Topics,Fr 5:30PM - 8:30PM,"Comp, Arts, Sci & Educat 135",Niki Pissinou,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CNT 4403 - Computing and Network Security,TuTh 11:00AM - 12:15PM,Parking Garage 6 105,Kemal Akkaya,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CNT 4713 - Net-centric Computing,Mo 2:00PM - 3:15PM,Viertes Haus 133,Deng Pan,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 1000 - Introduction to Computer Programming,We 11:00AM - 12:15PM,SCH INTNL & PUB AFFAIRS 2 205,Tiana Solis,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2047 - Python Programming I,TuTh 12:30PM - 1:45PM,Parking Garage 6 105,Richard Whittaker,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2210 - Programming I,MoWe 9:30AM - 12:15PM,PG5 MARKET STATION 134,Hafiz Abid Mahmood Malik,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2210 - Programming I,TuTh 9:30AM - 12:15PM,Parking Garage 6 112,Richard Whittaker,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2210 - Programming I,TuTh 3:30PM - 6:15PM,Viertes Haus 131,"Samira Zad,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2210 - Programming I,TuTh 3:30PM - 6:15PM,PG5 MARKET STATION 134,Abdul (Gilal) Rehman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2250 - Java Programming,TuTh 9:30AM - 10:45AM,Academic Health Center 5 201,Hafiz Abid Mahmood Malik,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2250 - Java Programming,TuTh 11:00AM - 12:15PM,Viertes Haus 131,Hafiz Abid Mahmood Malik,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 2270 - Secure C Programming For Engineers,MoWe 12:30PM - 1:45PM,Graham Center 283A,Michael Robinson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,MoWe 11:00AM - 12:15PM,Parking Garage 6 112,Ahmad Waqas,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,TuTh 9:30AM - 10:45AM,Academic Health Center 5 212A,Ahmad Waqas,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,MoWe 11:00AM - 12:15PM,Viertes Haus 131,Abdul (Gilal) Rehman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,MoWe 9:30AM - 10:45AM,Parking Garage 6 112,Abdul (Gilal) Rehman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3337 - Computer Programming II,Mo 11:00AM - 12:15PM,Green Library 245,Kiavash Bahreini,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3410 - Computational Thinking,MoWe 3:30PM - 4:45PM,Parking Garage 6 115,Alfredo Bayuelo Sierra,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3530 - Data Structures,TuTh 12:30PM - 1:45PM,Green Library 165,Antonio Hernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3530 - Data Structures,MoWe 5:00PM - 6:15PM,Academic Health Center 5 201,Antonio Hernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3530 - Data Structures,TuTh 11:00AM - 12:15PM,Academic Health Center 5 212A,Ahmad Waqas,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3530 - Data Structures,Tu 6:25PM - 7:40PM,Academic Health Center 5 201,Kianoosh Boroojeni,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3530 - Data Structures,Th 9:30AM - 10:45AM,Green Library 139,Samira Zad,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3804 - Intermediate Java Programming,Tu 9:30AM - 10:45AM,Green Library 139,Mustafa Ocal,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 3804 - Intermediate Java Programming,Th 12:30PM - 1:45PM,Academic Health Center 5 212A,Mustafa Ocal,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4338 - Systems Programming,TuTh 2:00PM - 3:15PM,Academic Health Center 5 212A,Kianoosh Boroojeni,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4338 - Systems Programming,MoWe 9:30AM - 10:45AM,Green Library 139,Ahmad Waqas,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4338 - Systems Programming,Mo 5:00PM - 7:40PM,Parking Garage 6 105,Mo Sha,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4338 - Systems Programming,Th 6:25PM - 7:40PM,Academic Health Center 5 212A,Kianoosh Boroojeni,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4534 - Algorithm Techniques,TuTh 2:00PM - 4:40PM,SCH. INTER.&PUBLIC AFFAIRS 125,TBA .,10/21/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4555 - Principles of Programming Languages,TuTh 3:30PM - 4:45PM,Viertes Haus 133,Niemah Osman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4555 - Principles of Programming Languages,Th 12:30PM - 1:45PM,Green Library 100B,Samira Zad,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4610 - Operating Systems Principles,MoWe 9:30AM - 10:45AM,Parking Garage 6 105,Kaoutar Ben Ahmed,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4610 - Operating Systems Principles,TuTh 5:00PM - 6:15PM,Academic Health Center 5 201,Kianoosh Boroojeni,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4610 - Operating Systems Principles,We 11:00AM - 12:15PM,"Comp, Arts, Sci & Educat 141",Kiavash Bahreini,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4703 - Information Storage and Retrieval Concepts,MoWe 12:30PM - 1:45PM,Charles E. Perry (PC) 428,Noemi Valle,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4710 - Database Management,MoWe 2:00PM - 3:15PM,Owa Ehan 105,Niemah Osman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4710 - Database Management,MoWe 2:00PM - 4:40PM,SCH. INTER.&PUBLIC AFFAIRS 220,TBA .,10/21/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4710 - Database Management,MoWe 12:30PM - 1:45PM,Viertes Haus 131,Niemah Osman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 4814 - Component-Based Software Development,We 2:00PM - 3:15PM,Viertes Haus 133,Gregory Reis,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COP 5614 - Operating Systems,TuTh 11:00AM - 12:15PM,Parking Garage 6 144,Raju Rangaswami,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COT 3100 - Discrete Structures,TuTh 8:00AM - 9:15AM,Parking Garage 6 112,Richard Whittaker,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COT 3100 - Discrete Structures,MoWe 9:30AM - 10:45AM,"Comp, Arts, Sci & Educat 135",Farhad Shirani Chaharsooghi,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COT 3100 - Discrete Structures,Tu 12:30PM - 1:45PM,Green Library 100B,Samira Zad,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COT 3541 - Logic for Computer Science,MoWe 12:30PM - 1:45PM,Owa Ehan 105,Kiavash Bahreini,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COT 4521 - Introduction to Computational Geometry,MoWe 6:25PM - 7:40PM,Academic Health Center 5 201,Antonio Hernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COT 5520 - Computational Geometry,MoWe 6:25PM - 7:40PM,Academic Health Center 5 201,Antonio Hernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
COT 6936 - Topics in Algorithms,TuTh 2:00PM - 3:15PM,Green Library 132,Antonio Hernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
CTS 1500 - Emerging Topics in Digital Life,Fr 2:00PM - 4:45PM,Parking Garage 6 114,Patricia McDermott-Wells,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
IDC 6940 - Capstone Course in Data Science,Tu 5:00PM - 7:40PM,Deuxieme Maison 164,Ananda Mondal,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
TCN 5640 - Telecommunications Enterprise Planning and Strategy,Fr 5:30PM - 8:30PM,"Comp, Arts, Sci & Educat 135",Niki Pissinou,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
TCN 6270 - Mobile and Wireless Networks,Mo 5:00PM - 7:40PM,Viertes Haus 133,Xuyu Wang,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 5374 - Computer Practices in Landscape Architecture 2,TuTh 9:30AM - 10:45AM,Green Library 132,Roberto Rovira,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 5653 - Landscape Architecture Graduate Design 1,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 215,Linda Chamorro,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 5653 - Landscape Architecture Graduate Design 1,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 225,Gianno Feoli,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 5653 - Landscape Architecture Graduate Design 1,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 310,Simone Stark,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 6245 - Theory Urban Design,TuTh 9:30AM - 10:45AM,Paul Cejas Architecture 167,Hernan Guerrero Applewhite,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 6245 - Theory Urban Design,TuTh 9:30AM - 10:45AM,Academic Health Center 4 -202,Hernan Guerrero Applewhite,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 6363 - Landscape Architecture Graduate Design 5,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 310,Roberto Rovira,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAA 6910 - Graduate Seminar,TuTh 6:25PM - 7:40PM,Graham Center 271B,Gianno Feoli,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
LAW 5000 - Contracts,We 2:00PM - 3:50PM,Rafael Diaz-Balart 2006,Tawia Ansah,08/19/2024 - 12/18/2024,Modesto A. Maidique Campus
LAW 5000 - Contracts,We 10:30AM - 12:20PM,Rafael Diaz-Balart 2008,Tawia Ansah,08/19/2024 - 12/18/2024,Modesto A. Maidique Campus
LAW 5000 - Contracts,Mo 7:30PM - 9:20PM,Rafael Diaz-Balart 2005,Tawia Ansah,08/19/2024 - 12/18/2024,Modesto A. Maidique Campus
LAW 5100 - Criminal Law,Mo 8:00PM - 9:15PM,Rafael Diaz-Balart 2008,Phyllis Kotey,08/19/2024 - 12/18/2024,Modesto A. Maidique Campus
LAW 5259 - Introduction to International and Comparative Law,Th 6:00PM - 7:15PM,Rafael Diaz-Balart 2005,Tawia Ansah,08/19/2024 - 12/18/2024,Modesto A. Maidique Campus
LAW 5501 - Constitutional Law,WeFr 10:30AM - 12:20PM,Rafael Diaz-Balart  1000,Thomas Baker,08/19/2024 - 12/18/2024,Modesto A. Maidique Campus
LAW 5501 - Constitutional Law,MoTu 10:30AM - 12:20PM,Rafael Diaz-Balart 2006,Elizabeth Foley,08/19/2024 - 12/18/2024,Modesto A. Maidique Campus
