class name,time,location,instructors,dates,campus
EGN 3343 - Thermodynamics I,MoWe 5:00PM - 6:15PM,Engineering Center 1105,Yiding Cao,01/08/2024 - 04/20/2024,Engineering Center
EGN 3365 - Materials in Engineering,MoWeFr 12:00PM - 12:50PM,Engineering Center 1105,Cheng-Yu Lai,01/08/2024 - 04/20/2024,Engineering Center
EGN 3365 - Materials in Engineering,TuTh 11:00AM - 12:15PM,Engineering Center 1105,Markus Downey,01/08/2024 - 04/20/2024,Engineering Center
EGS 1006 - Introduction to Engineering,TuTh 2:00PM - 3:15PM,Engineering Center 1105,Norman Munroe,01/08/2024 - 04/20/2024,Engineering Center
EIN 3390 - Manufacturing Processes,Tu 11:00AM - 12:15PM,Engineering Center 1113,Ibrahim Tansel,01/08/2024 - 04/20/2024,Engineering Center
EMA 3066 - Polymer Sci Engr,TuTh 12:30PM - 1:45PM,Engineering Center 1109,Daniela Radu,01/08/2024 - 04/20/2024,Engineering Center
EMA 3702 - Mechanics and Materials Science,MoWeFr 1:00PM - 1:50PM,Engineering Center 1112,Benjamin Boesl,01/08/2024 - 04/20/2024,Engineering Center
EMA 3702L - Mechanics and Materials Science Lab,Tu 8:00AM - 10:50AM,Engineering Center 3275,Meer Safa,01/08/2024 - 04/20/2024,Engineering Center
EMA 3702L - Mechanics and Materials Science Lab,Th 12:30PM - 3:15PM,Engineering Center 3275,Meer Safa,01/08/2024 - 04/20/2024,Engineering Center
EML 1533 - Introduction to CAD for Mechanical Engineers,TuTh 5:00PM - 6:15PM,Engineering Center 3239,Wei Yu Bao,01/08/2024 - 04/20/2024,Engineering Center
EML 1533 - Introduction to CAD for Mechanical Engineers,MoWeFr 9:00AM - 9:50AM,Engineering Center 2832,Andriy Durygin,01/08/2024 - 04/20/2024,Engineering Center
EML 2032 - Programming for Mechanical Engineering,TuTh 12:30PM - 1:45PM,Engineering Center 2832,Aaron Tallman,01/08/2024 - 04/20/2024,Engineering Center
EML 3036 - Simulation Software for Mechanical Engineers,TuTh 12:30PM - 1:45PM,Engineering Center 2710,Wei Yu Bao,01/08/2024 - 04/20/2024,Engineering Center
EML 3126 - Transport Phenomena,MoWeFr 9:00AM - 9:50AM,Engineering Center 1105,Saja Al Rifai,01/08/2024 - 04/20/2024,Engineering Center
EML 3126 - Transport Phenomena,MoWeFr 4:00PM - 4:50PM,Engineering Center 1112,Saja Al Rifai,01/08/2024 - 04/20/2024,Engineering Center
EML 3126L - Transp Pheno Lab,Fr 8:00AM - 10:50AM,Engineering Center 3330,Meer Safa,01/08/2024 - 04/20/2024,Engineering Center
EML 3126L - Transp Pheno Lab,Tu 12:30PM - 3:15PM,Engineering Center 3330,Meer Safa,01/08/2024 - 04/20/2024,Engineering Center
EML 3222 - Systems Dynamics,TuTh 12:30PM - 1:45PM,Engineering Center 1107,Aparna Aravelli,01/08/2024 - 04/20/2024,Engineering Center
EML 3301L - Instrumentation and Measurement Laboratory,We 12:00PM - 2:50PM,Engineering Center 3410,Meer Safa,01/08/2024 - 04/20/2024,Engineering Center
EML 3450 - Energy Systems,MoWeFr 11:00AM - 11:50AM,Engineering Center 1109,Saja Al Rifai,01/08/2024 - 04/20/2024,Engineering Center
EML 3500 - Mechanical Design I,MoWeFr 10:00AM - 10:50AM,Engineering Center 1107,Gonzalo Gonzalez Rey,01/08/2024 - 04/20/2024,Engineering Center
EML 4140 - Heat Transfer,TuTh 11:00AM - 12:15PM,Engineering Center 1107,Alicia Aron,01/08/2024 - 04/20/2024,Engineering Center
EML 4220 - Mech Vibrations,TuTh 12:30PM - 1:45PM,Engineering Center 1104,Carmen Muller Karger Pereda,01/08/2024 - 04/20/2024,Engineering Center
EML 4501 - Mechanical Design II,MoWeFr 11:00AM - 11:50AM,Engineering Center 1115,Seyad Ebrahim Beladi,01/08/2024 - 04/20/2024,Engineering Center
EML 4503 - Prod Mach Mod,Tu 2:00PM - 4:45PM,Engineering Center 2832,Tony Thomas,01/08/2024 - 04/20/2024,Engineering Center
EML 4551 - Ethics and Design Project Organization,MoWe 1:00PM - 2:50PM,Engineering Center 1115,"Tony Thomas, Markus Downey, Kevin Boutsen",01/08/2024 - 04/20/2024,Engineering Center
EML 4561 - Introduction to Electronic Packaging,MoWeFr 1:00PM - 1:50PM,Engineering Center 1109,Markondeyaraj Pulugurtha,01/08/2024 - 04/20/2024,Engineering Center
EML 4601 - Princ Refr Air Cond,MoWeFr 2:00PM - 2:50PM,Engineering Center 1112,Yiding Cao,01/08/2024 - 04/20/2024,Engineering Center
EML 4706 - Design of Thermal and Fluid Systems,MoWeFr 12:00PM - 12:50PM,Engineering Center 1104,Kevin Boutsen,01/08/2024 - 04/20/2024,Engineering Center
EML 4721 - Introduction to Computational Thermo-Fluid,Fr 2:00PM - 3:15PM,Engineering Center 1104,Seyad Ebrahim Beladi,01/08/2024 - 04/20/2024,Engineering Center
EML 4804 - Introduction to Mechatronics,TuTh 9:30AM - 10:45AM,Engineering Center 2710,Andriy Durygin,01/08/2024 - 04/20/2024,Engineering Center
EML 4806 - Modeling Of Robots,MoWeFr 10:00AM - 10:50AM,Engineering Center 1115,Abderrachid Hamrani,01/08/2024 - 04/20/2024,Engineering Center
EML 4840 - Robot Design,TuTh 5:00PM - 6:15PM,Engineering Center 1116,Anthony Abrahao,01/08/2024 - 04/20/2024,Engineering Center
EML 4905 - Senior Design Project,MoWe 3:00PM - 4:50PM,Engineering Center 1115,"Kevin Boutsen, Benjamin Boesl, Darryl Dickerson, Markus Downey, Tony Thomas",01/08/2024 - 04/20/2024,Engineering Center
EML 4993 - Data Science including Neural Networks and Deep Learning in Mechanical Engineering,Tu 6:25PM - 7:40PM,Engineering Center 3239,Ibrahim Tansel,01/08/2024 - 04/20/2024,Engineering Center
EML 5104 - Classical Thermodynamics,TuTh 2:00PM - 3:15PM,Engineering Center 1114,Bilal El-Zahab,01/08/2024 - 04/20/2024,Engineering Center
EML 5505 - Smart Machine Design and Development,TuTh 8:00AM - 9:15AM,Engineering Center 2830,Andriy Durygin,01/08/2024 - 04/20/2024,Engineering Center
EML 5615C - Cad - A/C,MoWeFr 2:00PM - 2:50PM,Engineering Center 1112,Yiding Cao,01/08/2024 - 04/20/2024,Engineering Center
EML 5993 - Data Science from Digitization to Automated Decision Making in Mechanical Engineering 1,Tu 6:25PM - 7:40PM,Engineering Center 3239,Ibrahim Tansel,01/08/2024 - 04/20/2024,Engineering Center
EML 6223 - Advanced Mechanical Vibration Analysis,TuTh 9:30AM - 10:45AM,Engineering Center 2330,Dwayne McDaniel,01/08/2024 - 04/20/2024,Engineering Center
EML 6805 - Advanced Design of Robots,TuTh 5:00PM - 6:15PM,Engineering Center 1116,Anthony Abrahao,01/08/2024 - 04/20/2024,Engineering Center
EML 6935 - Graduate Seminar,Fr 3:00PM - 4:50PM,Engineering Center 1105,Darryl Dickerson,01/08/2024 - 04/20/2024,Engineering Center
PHY 2049 - Physics with Calculus II,TuTh 10:35AM - 12:15PM,Engineering Center 1109,Richard Bone,01/08/2024 - 04/20/2024,Engineering Center
EGN 3910 - Human-centered Design within Systems and Society,TuTh 11:00AM - 12:15PM,Engineering Center 2330,Alexandra Strong,01/08/2024 - 04/20/2024,Engineering Center
EGN 4944 - Interdisciplinary Capstone Design Project II,MoWe 3:00PM - 4:50PM,Engineering Center 1113,Monica Cardella,01/08/2024 - 04/20/2024,Engineering Center
EGN 6939 - Advanced Special Topics,Th 5:00PM - 7:40PM,Engineering Center 3327,Arvind Agarwal,01/08/2024 - 04/20/2024,Engineering Center
EGN 6939 - Advanced Special Topics,Tu 5:00PM - 7:40PM,Engineering Center 1109,Cheng-Yu Lai,01/08/2024 - 04/20/2024,Engineering Center
EGS 3060 - Engineering Professional Development for a Global Society,TuTh 2:00PM - 3:15PM,Engineering Center 2420,Stephanie Lunn,01/08/2024 - 04/20/2024,Engineering Center
EGS 6055 - Foundations of Engineering and Computing Teaching and Learning,Th 5:00PM - 7:40PM,Engineering Center 2330,Stephen Secules,01/08/2024 - 04/20/2024,Engineering Center
