class name,time,location,instructors,dates,campus
ARC 2304 - Design Studio 4,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 115,Carlos Sarmiento,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 2304 - Design Studio 4,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 215,Albert Elias IV,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 2304 - Design Studio 4,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 220,China Carr,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 2304 - Design Studio 4,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 215,TBA OCM,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 2702 - History of Design from the Renaissance to the XIX Century,MoWeFr 10:00AM - 10:50AM,Green Library 100,"Katarzyna Balug,
Sandra Socarras,
Hernan Guerrero Applewhite,
Leesley Polanco Suero",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 4586 - Structures 1,Tu 12:30PM - 1:45PM,Ryder Business 120,"Henry Rueda Coronel,
Shantia Morel,
Alexandra Lacayo,
Yeredny Matos",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 4586L - Structures 1 Lab,We 9:00AM - 10:40AM,Paul Cejas Architecture 341,"Yeredny Matos,
Alexandra Lacayo",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 4586L - Structures 1 Lab,Th 11:00AM - 12:40PM,Paul Cejas Architecture 341,Shantia Morel,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 4586L - Structures 1 Lab,Fr 11:30AM - 1:10PM,Paul Cejas Architecture 341,"Shantia Morel,
Yeredny Matos,
Alexandra Lacayo",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 4586L - Structures 1 Lab,Fr 2:00PM - 3:40PM,Paul Cejas Architecture 341,Shantia Morel,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5076 - Formative Studio 2,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 215,Marcelo Ertorteguy,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5176C - Computer Practices in Design II,Fr 2:00PM - 4:30PM,Paul Cejas Architecture 135,Ali Qureshi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5335 - Architectural Design 6,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 210,Hernan Guerrero Applewhite,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5335 - Architectural Design 6,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 210,Olga Kusche Iglesias,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5335 - Architectural Design 6,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 215,Camilo Rosales,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5335 - Architectural Design 6,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 215,Moises Torres-Rodriguez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5335 - Architectural Design 6,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 215,Abraham Jimenez Ovando,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5335 - Architectural Design 6,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 220,Laura De la Vega Chaple,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5335 - Architectural Design 6,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 220,Fernando Arana,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5343 - Architectural Design 8,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 220,Albert Elias IV,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5362 - Architectural Design 9: Sustainable Practices,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 315,Mark Marine,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5362 - Architectural Design 9: Sustainable Practices,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 315,Alice Read,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5362 - Architectural Design 9: Sustainable Practices,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 131,"TBA OCM,
Alice Read",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5362 - Architectural Design 9: Sustainable Practices,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 310,Marilys Nepomechie,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5362 - Architectural Design 9: Sustainable Practices,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 315,Fernando Herrera,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5362 - Architectural Design 9: Sustainable Practices,TuTh 2:00PM - 6:15PM,Paul Cejas Architecture 316,Cynthia Ottchen,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5467 - Materials and Methods of Construction,TuTh 11:00AM - 12:15PM,Paul Cejas Architecture 135,Nicholas Nedev,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5467 - Materials and Methods of Construction,TuTh 11:00AM - 12:15PM,Paul Cejas Architecture 135,Nicholas Nedev,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5555 - Structures 3,Tu 8:00AM - 9:15AM,Green Library 100,Claudia Garcia,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5555 - Structures 3,Tu 8:00AM - 9:15AM,Green Library 100,Claudia Garcia,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5555L - Structures 3 Lab,We 11:00AM - 12:15PM,Paul Cejas Architecture 341,"Claudia Garcia,
Nahshon White",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5555L - Structures 3 Lab,We 12:30PM - 1:45PM,Paul Cejas Architecture 341,Claudia Garcia,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5555L - Structures 3 Lab,Th 9:30AM - 10:45AM,Paul Cejas Architecture 341,Claudia Garcia,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5555L - Structures 3 Lab,Th 8:00AM - 9:15AM,Paul Cejas Architecture 341,"Claudia Garcia,
Adriana Ferragut",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5582 - Structures 1,Tu 12:30PM - 1:45PM,Ryder Business 120,"Henry Rueda Coronel,
Shantia Morel,
Alexandra Lacayo,
Yeredny Matos",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5582L - Structures 1 Lab,Fr 11:30AM - 1:10PM,Paul Cejas Architecture 341,"Shantia Morel,
Yeredny Matos,
Alexandra Lacayo",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5621 - Environmental Systems in Architecture 2,Th 8:00AM - 10:15AM,Paul Cejas Architecture 135,"Henry Rueda Coronel,
Angelique Elia",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5733 - History of Design Renaissance to XIX Century,MoWeFr 10:00AM - 10:50AM,Green Library 100,"Katarzyna Balug,
Sandra Socarras,
Hernan Guerrero Applewhite,
Leesley Polanco Suero",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5935 - Special Topics,TuTh 11:00AM - 12:15PM,Graham Center 278B,Camilo Rosales,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5935 - Special Topics,We 9:30AM - 10:45AM,Paul Cejas Architecture 218,Thomas Spiegelhalter,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5935 - Special Topics,Th 10:30AM - 1:00PM,Paul Cejas Architecture 116,Katarzyna Balug,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 5935 - Special Topics,We 9:30AM - 11:15AM,Paul Cejas Architecture 218,Alfredo Andia,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6280 - Professional Office Practice,Mo 8:45AM - 11:15AM,Paul Cejas Architecture 135,"Jason Chandler,
Elisa Silva",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6949 - Architect Registration Exam Preparation,MoWe 6:25PM - 7:40PM,Paul Cejas Architecture 135,Schneur Meyer,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6970 - Master's Project,We 2:00PM - 6:15PM,Paul Cejas Architecture 317,Alfredo Andia,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6970 - Master's Project,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 110,Di Wu,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6970 - Master's Project,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 320,Jaime Canaves,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6970 - Master's Project,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 315,Marcelo Ertorteguy,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6970 - Master's Project,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 220,Nicholas Gelpi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6970 - Master's Project,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 310,Eric Goldemberg,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARC 6970 - Master's Project,MoWe 2:00PM - 6:15PM,Paul Cejas Architecture 315,Thomas Spiegelhalter,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARE 3313 - Content and Methods of Teaching Elementary Art,Sa 9:30AM - 12:15PM,Ziff Education Bldg 160,Eduardo Lacayo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARE 4316 - Special Teaching Laboratory: Art in Grades K-5,Tu 5:00PM - 9:05PM,Ziff Education Bldg 160,Susan Feliciano,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARE 4341 - Special Teaching Laboratory: Art in Grades 6-12,We 5:00PM - 9:05PM,Ziff Education Bldg 160,Gerald Obregon,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARE 6140 - Curriculum and Instruction in Art,Mo 5:00PM - 7:45PM,Ziff Education Bldg 160,Mabel Morales,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 2000 - Exploring Art,MoWe 9:00AM - 11:40AM,"Comp, Arts, Sci & Educat 134",Roxana Corradino,03/04/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 2050 - Art History Survey I,MoWe 12:30PM - 1:45PM,Charles E. Perry (PC) 432,Daniel Guernsey,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 2051 - Art History Survey II,TuTh 5:00PM - 7:30PM,Graham Center 287B,Barbara Watts,03/04/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 2051 - Art History Survey II,TuTh 12:30PM - 1:45PM,Labor Center 301,Barbara Watts,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 4312 - Later Italian Renaissance,TuTh 3:30PM - 4:45PM,Green Library 165,Barbara Watts,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 4430 - Art and Politics,MoWe 9:30AM - 10:45AM,Green Library 245,Daniel Guernsey,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 4470 - Contemporary Art,We 2:00PM - 4:30PM,Ryder Business 130,Gean Moreno,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 4552 - Arts of China and Japan,MoWe 11:00AM - 12:15PM,Charles E. Perry (PC) 310,Lidu Yi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 4713 - History of Photography Since 1945,TuTh 11:00AM - 12:15PM,Viertes Haus 111,William Maguire,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 4970 - Art History Thesis,MoWe 12:30PM - 1:45PM,"Comp, Arts, Sci & Educat 134",Lidu Yi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 5482 - Graduate Contemporary Art,We 2:00PM - 4:30PM,Ryder Business 130,Gean Moreno,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 5550 - Advanced Arts of China and Japan,MoWe 11:00AM - 12:15PM,Charles E. Perry (PC) 310,Lidu Yi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 5716 - History of Photography Since 1945,TuTh 11:00AM - 12:15PM,Viertes Haus 111,William Maguire,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 5881 - Advanced Art and Politics,MoWe 9:30AM - 10:45AM,Green Library 245,Daniel Guernsey,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ARH 5897 - Special Topics in Art History,TuTh 3:30PM - 4:45PM,Green Library 165,Barbara Watts,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 1201C - 2d Design,MoWe 9:30AM - 12:15PM,West 1 Room 131,Carolina Del Pilar Casusol Valle,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 1201C - 2d Design,TuTh 9:30AM - 12:15PM,West 1 Room 131,John Colon,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 1203C - 3d Design,MoWe 9:30AM - 12:15PM,West 1 Room 114,Thomas Scicluna,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 1203C - 3d Design,TuTh 9:30AM - 12:15PM,West 1 Room 114,Sterling Rook,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2021C - Introduction to 3D Animation,MoWe 9:30AM - 12:15PM,West 1 Room 120,Maximiliano Ferro,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2025C - Introduction 2D Animation,MoWe 12:30PM - 3:15PM,West 1 Room 120,Maximiliano Ferro,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2300C - Beginning Drawing,MoWe 12:30PM - 3:15PM,West 10 (W10) 101,"Jacob Stiltner,
Jennifer Printz",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2300C - Beginning Drawing,MoWe 3:30PM - 6:15PM,West 10 (W10) 101,Gretchen Scharnagl,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2300C - Beginning Drawing,TuTh 6:30PM - 9:15PM,West 10 (W10) 101,Juan (Sebastian) Restrepo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2330C - Beginning Figure Drawing,MoWe 9:30AM - 12:15PM,West 10 (W10) 101,"Helen Burgos,
Juan (Sebastian) Restrepo",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2330C - Beginning Figure Drawing,TuTh 12:30PM - 3:15PM,West 10 (W10) 101,"Helen Burgos,
Carlos Gallostra",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2330C - Beginning Figure Drawing,TuTh 3:30PM - 6:15PM,West 10 (W10) 101,Juan (Sebastian) Restrepo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2400C - Beginning Printmaking,Fr 9:30AM - 3:15PM,West 1 Room 132,John Colon,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2500C - Beginning Painting,Fr 9:30AM - 3:15PM,West 9 Room 110,Emma Ortiz,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2602C - Digital Imaging,MoWe 12:30PM - 3:15PM,Art Studio Room 115,Carlos Causo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2602C - Digital Imaging,TuTh 6:30PM - 9:15PM,Art Studio Room 115,Carlos Causo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2608C - Digital Media Foundation,MoWe 9:30AM - 12:15PM,Art Studio Room 115,Endam Nihan Tasbasi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2608C - Digital Media Foundation,Tu 9:30AM - 12:15PM,Art Studio Room 115,Fereshteh Hamidi Toosi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2622C - Introduction to Experimental Video Art,TuTh 3:30PM - 6:15PM,West 1 Room 120,Endam Nihan Tasbasi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2701C - Beginning Sculpture,MoWe 12:30PM - 3:15PM,West 1 Room 114,"Melina Tsalikis,
Thomas Scicluna",01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 2750C - Beginning Ceramics,MoWe 12:30PM - 3:15PM,Studio W1C 110,Victoria Carballo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3023C - Intermediate Animation,TuTh 9:30AM - 12:15PM,West 1 Room 120,Ariel Baron Robbins,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3023C - Intermediate Animation,TuTh 6:30PM - 9:15PM,West 1 Room 120,Maximiliano Ferro,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3310C - Intermediate Drawing,Fr 9:30AM - 3:15PM,West 10 (W10) 101,Victoria Ravelo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3310C - Intermediate Drawing,TuTh 6:30PM - 9:15PM,West 10 (W10) 101,Juan (Sebastian) Restrepo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3314C - Classical Drawing,TuTh 5:00PM - 7:45PM,Viertes Haus 105,David Chang,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3332C - Intermediate Figure Drawing,TuTh 9:30AM - 12:15PM,West 10 (W10) 101,Carlos Gallostra,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3332C - Intermediate Figure Drawing,TuTh 3:30PM - 6:15PM,West 10 (W10) 101,Juan (Sebastian) Restrepo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3402C - Intermediate Printmaking,TuTh 12:30PM - 3:15PM,West 1 Room 132,Jennifer Printz,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3504C - Intermediate Painting,MoWe 12:30PM - 3:15PM,West 9 Room 110,Sandra Ramos Lorenzo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3565C - Beginning Fiber Based Art,TuTh 3:30PM - 6:15PM,West 9 Room 110,Kerry Phillips,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3569C - Portrait Painting,TuTh 12:30PM - 3:15PM,Viertes Haus 105,David Chang,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3617C - Intermediate Experimental Video,MoWe 3:30PM - 6:15PM,West 1 Room 120,Jonathan Perez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3638C - Video Installation,Fr 9:30AM - 3:15PM,West 1 Room 120,Jonathan Perez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3666C - Storytelling and Character Development,TuTh 12:30PM - 3:15PM,West 1 Room 120,Ariel Baron Robbins,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3710C - Intermediate Sculpture,MoWe 12:30PM - 3:15PM,West 1 Room 114,Thomas Scicluna,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3760C - Intermediate Ceramics,MoWe 12:30PM - 3:15PM,Studio W1C 110,Victoria Carballo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3820 - Research & Development,Fr 9:30AM - 12:15PM,Graham Center 279A,Tori Arpad-Cotta,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3820 - Research & Development,TuTh 3:30PM - 4:45PM,West 1 Room 131,Jahaira Galvez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3820 - Research & Development,TuTh 5:00PM - 6:15PM,West 1 Room 131,Jahaira Galvez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3822 - Creative Practice,MoWe 11:00AM - 12:15PM,West 9 Room 110,Jessica Gispert,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3822 - Creative Practice,MoWe 9:30AM - 10:45AM,West 9 Room 110,Jessica Gispert,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 3843 - Land Art / Earth Art and Coastal Environment,TuTh 12:30PM - 3:15PM,West 9 Room 110,Fereshteh Hamidi Toosi,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4312C - Advanced Drawing,Fr 9:30AM - 3:15PM,West 10 (W10) 101,Victoria Ravelo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4322C - Advanced Classical Drawing,TuTh 5:00PM - 7:45PM,Viertes Haus 105,David Chang,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4333C - Advanced Figure Drawing,TuTh 9:30AM - 12:15PM,West 10 (W10) 101,Carlos Gallostra,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4403C - Advanced Printmaking,TuTh 12:30PM - 3:15PM,West 1 Room 132,Jennifer Printz,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4505C - Advanced Painting,MoWe 12:30PM - 3:15PM,West 9 Room 110,Sandra Ramos Lorenzo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4517C - Advanced Portrait Painting,TuTh 12:30PM - 3:15PM,Viertes Haus 105,David Chang,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4566C - Intermediate Fiber Based Art,TuTh 3:30PM - 6:15PM,West 9 Room 110,Kerry Phillips,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4615C - Advanced Animation,TuTh 9:30AM - 12:15PM,West 1 Room 120,Ariel Baron Robbins,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4615C - Advanced Animation,TuTh 6:30PM - 9:15PM,West 1 Room 120,Maximiliano Ferro,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4636C - Advanced Experimental Video Art,MoWe 3:30PM - 6:15PM,West 1 Room 120,Jonathan Perez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4711C - Advance Sculpture,MoWe 12:30PM - 3:15PM,West 1 Room 114,Thomas Scicluna,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4768C - Advanced Ceramics,TuTh 3:30PM - 6:15PM,Studio W1C 110,Victoria Carballo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4952C - Thesis I,MoWe 6:30PM - 7:45PM,West 1 Room 131,Jonathan Perez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4952C - Thesis I,MoWe 8:00PM - 9:15PM,West 1 Room 131,Jonathan Perez,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 4953C - Thesis II,MoWe 6:30PM - 7:45PM,West 10 (W10) 101,Gretchen Scharnagl,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 5135C - Graduate Fibers,TuTh 3:30PM - 6:15PM,West 9 Room 110,Kerry Phillips,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 5390C - Drawing,Fr 9:30AM - 3:15PM,West 10 (W10) 101,Victoria Ravelo,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 5391C - Figure Drawing,TuTh 9:30AM - 12:15PM,West 10 (W10) 101,Carlos Gallostra,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
ART 5395C - Graduate Classical Drawing,TuTh 5:00PM - 7:45PM,Viertes Haus 105,David Chang,01/08/2024 - 04/20/2024,Modesto A. Maidique Campus
